tconst,p1,p2,p3,p4,p5,p6
tt0864761,0,0,0,0,0,0
tt0870111,0,0,0,0,0,0
tt0467200,0,0,0,0,0,0
tt1013753,0,0,0,0,0,0
tt0824747,0,0,0,0,0,0
tt0974014,0,0,0,0,0,0
tt0824758,0,0,0,0,0,0
tt0810784,0,0,0,0,0,0
tt1127896,0,0,0,0,0,0
tt1266029,0,0,0,0,0,0
tt1035736,0,0,0,0,0,0
tt1226271,0,0,0,0,0,0
tt0472198,0,0,0,0,0,0
tt0821642,0,0,0,0,0,0
tt0962736,0,0,0,0,0,0
tt1130080,0,0,0,0,0,0
tt1045772,0,0,0,0,0,0
tt1135503,0,0,0,0,0,0
tt1057500,0,0,0,0,0,0
tt1152836,0,0,0,0,0,0
tt0878804,0,0,0,0,0,0
tt1371155,0,0,0,0,0,0
tt1194417,0,0,0,0,0,0
tt1028576,0,0,0,0,0,0
tt1244754,0,0,0,0,0,0
tt1017451,0,0,0,0,0,0
tt0977855,0,0,0,0,0,0
tt1424432,0,0,0,0,0,0
tt0964517,0,0,0,0,0,0
tt1285016,0,0,0,0,0,0
tt1504320,0,0,0,0,0,0
tt0803061,0,0,0,0,0,0
tt1680114,0,0,0,0,0,0
tt1582248,0,0,0,0,0,0
tt1596346,0,0,0,0,0,0
tt1416801,0,0,0,0,0,0
tt1704573,0,0,0,0,0,0
tt1270262,0,0,0,0,0,0
tt1655420,0,0,0,0,0,0
tt1571222,0,0,0,0,0,0
tt1007029,0,0,0,0,0,0
tt1616195,0,0,0,0,0,0
tt1210166,0,0,0,0,0,0
tt1675434,0,0,0,0,0,0
tt1183919,0,0,0,0,0,0
tt2181831,0,0,0,0,0,0
tt1430615,0,0,0,0,0,0
tt1971352,0,0,0,0,0,0
tt1629757,0,0,0,0,0,0
tt2375605,0,0,0,0,0,0
tt1866249,0,0,0,0,0,0
tt1276419,0,0,0,0,0,0
tt1613750,0,0,0,0,0,0
tt1966604,0,0,0,0,0,0
tt2125608,0,0,0,0,0,0
tt1491044,0,0,0,0,0,0
tt0975645,0,0,0,0,0,0
tt0443272,0,0,0,0,0,0
tt1024648,0,0,0,0,0,0
tt1758595,0,0,0,0,0,0
tt0804463,0,0,0,0,0,0
tt2304771,0,0,0,0,0,0
tt2167266,0,0,0,0,0,0
tt2404181,0,0,0,0,0,0
tt1311071,0,0,0,0,0,0
tt2058107,0,0,0,0,0,0
tt1426329,0,0,0,0,0,0
tt1837703,0,0,0,0,0,0
tt1291580,0,0,0,0,0,0
tt2356180,0,0,0,0,0,0
tt2334649,0,0,0,0,0,0
tt2132285,0,0,0,0,0,0
tt2431286,0,0,0,0,0,0
tt2357129,0,0,0,0,0,0
tt1327773,0,0,0,0,0,0
tt2140373,0,0,0,0,0,0
tt1535109,0,0,0,0,0,0
tt1979320,0,0,0,0,0,0
tt0790636,0,0,0,0,0,0
tt2024544,0,0,0,0,0,0
tt0993846,0,0,0,0,0,0
tt2382298,0,0,0,0,0,0
tt2095649,0,0,0,0,0,0
tt2473602,0,0,0,0,0,0
tt2473794,0,0,0,0,0,0
tt1441953,0,0,0,0,0,0
tt1929263,0,0,0,0,0,0
tt1742044,0,0,0,0,0,0
tt0903657,0,0,0,0,0,0
tt1596345,0,0,0,0,0,0
tt1647668,0,0,0,0,0,0
tt1216491,0,0,0,0,0,0
tt1020072,0,0,0,0,0,0
tt1126590,0,0,0,0,0,0
tt2305051,0,0,0,0,0,0
tt1100089,0,0,0,0,0,0
tt1809398,0,0,0,0,0,0
tt2084970,0,0,0,0,0,0
tt5065822,0,0,0,0,0,0
tt1772288,0,0,0,0,0,0
tt2097298,0,0,0,0,0,0
tt2006295,0,0,0,0,0,0
tt0420293,0,0,0,0,0,0
tt0787524,0,0,0,0,0,0
tt2404425,0,0,0,0,0,0
tt1083452,0,0,0,0,0,0
tt2080374,0,0,0,0,0,0
tt0810819,0,0,0,0,0,0
tt1355683,0,0,0,0,0,0
tt1398426,0,0,0,0,0,0
tt1596363,0,0,0,0,0,0
tt1895587,0,0,0,0,0,0
tt1781827,0,0,0,0,0,0
tt0995868,0,0,0,0,0,0
tt5275892,0,0,0,0,0,0
tt1703957,0,0,0,0,0,0
tt5286444,0,0,0,0,0,0
tt1620935,0,0,0,0,0,0
tt1355631,0,0,0,0,0,0
tt1619029,0,0,0,0,0,0
tt1212428,0,0,0,0,0,0
tt2005151,0,0,0,0,0,0
tt4846340,0,0,0,0,0,0
tt2119532,0,0,0,0,0,0
tt2291540,0,0,0,0,0,0
tt5301662,0,0,0,0,0,0
tt5716464,0,0,0,0,0,0
tt1666185,0,0,0,0,0,0
tt6133130,0,0,0,0,0,0
tt4899370,0,0,0,0,0,0
tt1653665,0,0,0,0,0,0
tt5727282,0,0,0,0,0,0
tt2378507,0,0,0,0,0,0
tt5816682,0,0,0,0,0,0
tt6316138,0,0,0,0,0,0
tt1730768,0,0,0,0,0,0
tt5294550,0,0,0,0,0,0
tt5988370,0,0,0,0,0,0
tt6294822,0,0,0,0,0,0
tt1485796,0,0,0,0,0,0
tt6966692,0,0,0,0,98,0
tt5437928,0,0,0,0,0,0
tt6288124,0,0,0,0,0,0
tt7664504,0,0,0,0,0,0
tt7681902,0,0,0,0,0,0
tt6938828,0,0,0,0,0,0
tt6910020,0,0,0,0,0,0
tt7008872,0,0,0,0,0,0
tt6802308,0,0,0,0,0,0
tt5208252,0,0,0,0,0,0
tt1072748,0,0,0,0,0,0
tt2328900,0,0,0,0,0,0
tt6212478,0,0,0,0,0,0
tt1226837,0,0,0,0,0,0
tt6452574,0,0,0,0,0,0
tt6266538,0,0,0,0,0,0
tt5083738,0,0,0,0,0,0
tt1213641,0,0,0,0,0,0
tt7349662,0,0,0,0,0,0
tt1727824,0,0,0,0,0,0
tt5581284,0,0,0,0,0,0
tt10182822,0,0,0,0,0,0
tt7339792,0,0,0,0,0,0
tt9206562,0,0,0,0,0,0
tt6915100,0,0,0,0,0,0
tt5827916,0,50,0,0,0,0
tt6513120,0,0,0,0,72,99
tt7485048,0,0,0,0,0,0
tt5932728,0,0,0,0,0,0
tt0800325,0,0,0,0,0,0
tt1860242,0,0,0,0,0,0
tt2481498,0,0,0,0,0,0
tt9024106,0,0,0,0,0,0
tt5431890,0,0,0,0,0,0
tt9614460,0,0,0,0,0,30
tt9214832,95,0,0,0,0,0
tt5865326,87,0,0,0,99,0
tt7131622,4,0,0,0,0,0
tt8079248,73,0,0,0,0,0
tt1489887,58,95,0,0,58,50
tt7671064,64,0,0,0,0,0
tt0093748,98,0,0,0,0,0
tt0067355,0,0,0,0,0,0
tt0066026,0,0,0,0,0,0
tt0068154,0,0,0,0,0,0
tt0066765,0,0,0,0,0,0
tt0066808,0,0,0,0,0,0
tt0067185,0,0,0,0,0,0
tt0070460,0,0,0,0,0,0
tt0070290,0,0,0,0,0,0
tt0070215,0,0,0,0,0,0
tt0070334,0,0,0,0,0,0
tt0070707,0,0,0,0,0,0
tt0070510,0,0,0,0,0,0
tt0070735,0,0,0,0,0,0
tt0071487,0,0,0,0,0,0
tt0071994,0,0,0,0,0,0
tt0071771,0,0,0,0,0,0
tt0069945,0,0,0,0,0,0
tt0072288,0,0,0,0,0,0
tt0071230,0,0,0,0,0,0
tt0072431,0,0,0,0,0,0
tt0072730,0,0,0,0,0,0
tt0073440,0,0,0,0,0,0
tt0072081,0,0,0,0,0,0
tt0073312,0,0,0,0,0,0
tt0252487,0,0,0,0,0,0
tt0073629,0,0,0,0,0,0
tt0074256,0,0,0,0,0,0
tt0075222,0,0,0,0,0,0
tt0253779,0,0,0,0,0,0
tt0074512,0,0,0,0,0,0
tt0074174,0,0,0,0,0,0
tt0253828,0,0,0,0,0,0
tt0252488,0,0,0,0,0,0
tt0075066,0,0,0,0,0,0
tt0074937,0,0,0,0,0,0
tt0253614,0,0,0,0,0,0
tt0076257,0,0,0,0,0,0
tt0252490,0,0,0,0,0,0
tt0253997,0,0,0,0,0,0
tt0076162,0,0,0,0,0,0
tt0076141,0,0,0,0,0,0
tt0075824,0,0,0,0,0,0
tt0076723,0,0,0,0,0,0
tt0075686,0,0,0,0,0,0
tt0077578,0,0,0,0,0,0
tt0252597,0,0,0,0,0,0
tt0077663,0,0,0,0,0,0
tt0078087,0,0,0,0,0,0
tt0078163,0,0,0,0,0,0
tt0078446,0,0,0,0,0,0
tt0077975,0,0,0,0,0,0
tt0079221,0,0,0,0,0,0
tt0079540,0,0,0,0,0,0
tt0078902,0,0,0,0,0,0
tt0079261,0,0,0,0,0,0
tt0078841,0,0,0,0,0,0
tt0079522,0,0,0,0,0,0
tt0079470,0,0,0,0,0,0
tt0081698,0,0,0,0,0,0
tt0081554,0,0,0,0,0,0
tt0081375,0,0,0,0,0,0
tt0081562,0,0,0,0,0,0
tt0080801,0,0,0,0,0,0
tt0080487,0,0,0,0,0,0
tt0082031,0,0,0,0,0,0
tt0084522,0,0,0,0,0,0
tt0082517,0,0,0,0,0,0
tt0083131,0,0,0,0,0,0
tt0082010,0,0,0,0,0,0
tt0084352,0,0,0,0,0,0
tt0084412,0,0,0,0,0,0
tt0084302,0,0,0,0,0,0
tt0083624,0,0,0,0,0,0
tt0084329,0,0,0,0,0,0
tt0083833,0,0,0,0,0,0
tt0084865,0,0,0,0,0,0
tt0083798,0,0,0,0,0,0
tt0084917,0,0,0,0,0,0
tt0084021,0,0,0,0,0,0
tt0083564,0,0,0,0,0,0
tt0083767,0,0,0,0,0,0
tt0083530,0,0,0,0,0,0
tt0085794,0,0,0,0,0,0
tt0083929,0,0,0,0,0,0
tt0084805,0,0,0,0,0,0
tt0086373,0,0,0,0,0,0
tt0085859,0,0,0,0,0,0
tt0085970,0,0,0,0,0,0
tt0085894,0,0,0,0,0,0
tt0085244,0,0,0,0,0,0
tt0086637,0,0,0,0,0,0
tt0086425,0,0,0,0,0,0
tt0086200,0,0,0,0,0,0
tt0085959,0,0,0,0,0,0
tt0086465,0,0,0,0,0,0
tt0088414,0,0,0,0,0,0
tt0086873,0,0,0,0,0,0
tt0087799,0,0,0,0,0,0
tt0087003,0,0,0,0,0,0
tt0087995,0,0,0,0,0,0
tt0088184,0,0,0,0,0,0
tt0086927,0,0,0,0,0,0
tt0088000,0,0,0,0,0,0
tt0088286,0,0,0,0,0,0
tt0088161,0,0,0,0,0,0
tt0088128,0,0,0,0,0,0
tt0087928,0,0,0,0,0,0
tt0088258,0,0,0,0,0,0
tt0087363,0,0,0,0,0,0
tt0089393,0,0,0,0,0,0
tt0090098,0,0,0,0,0,0
tt0091578,0,0,0,0,0,0
tt0092048,0,0,0,0,0,0
tt0089543,0,0,0,0,0,0
tt0089606,0,0,0,0,0,0
tt0090103,0,0,0,0,0,0
tt0089017,0,0,0,0,0,0
tt0088889,0,0,0,0,0,0
tt0089841,0,0,0,0,0,0
tt0091223,0,0,0,0,0,0
tt0089886,0,0,0,0,0,0
tt0088850,0,0,0,0,0,0
tt0088794,0,0,0,0,0,0
tt0090142,0,0,0,0,0,0
tt0089853,0,0,0,0,0,0
tt0089155,0,0,0,0,0,0
tt0089822,0,0,0,0,0,0
tt0089907,0,0,0,0,0,0
tt0089885,0,0,0,0,0,0
tt0088680,0,0,0,0,0,0
tt0088933,0,0,0,0,0,0
tt0088930,0,0,0,0,0,0
tt0090305,0,0,0,0,0,0
tt0088847,0,0,0,0,0,0
tt0091680,0,0,0,0,0,0
tt0090583,0,0,0,0,0,0
tt0091445,0,0,0,0,0,0
tt0090966,0,0,0,0,0,0
tt0091983,0,0,0,0,0,0
tt0091306,0,0,0,0,0,0
tt0091630,0,0,0,0,0,0
tt0091877,0,0,0,0,0,0
tt0092076,0,0,0,0,0,0
tt0090685,0,0,0,0,0,0
tt0090887,0,0,0,0,0,0
tt0091738,0,0,0,0,0,0
tt0091777,0,0,0,0,0,0
tt0090967,0,0,0,0,0,0
tt0091541,0,0,0,0,0,0
tt0091949,0,0,0,0,0,0
tt0091419,0,0,0,0,0,0
tt0091167,0,0,0,0,0,0
tt0092086,0,0,0,0,0,0
tt0091790,0,0,0,0,0,0
tt0091042,0,0,0,0,0,0
tt0093857,0,0,0,0,0,0
tt0092605,0,0,0,0,0,0
tt0094072,0,0,0,0,0,0
tt0092948,0,0,0,0,0,0
tt0092618,0,0,0,0,0,0
tt0092666,0,0,0,0,0,0
tt0092796,0,0,0,0,0,0
tt0092699,0,0,0,0,0,0
tt0093493,0,0,0,0,0,0
tt0093936,0,0,0,0,0,0
tt0093148,0,0,0,0,0,0
tt0093818,0,0,0,0,0,0
tt0092925,0,0,0,0,0,0
tt0092718,0,0,0,0,0,0
tt0094142,0,0,0,0,0,0
tt0094336,0,0,0,0,0,0
tt0093756,0,0,0,0,0,0
tt0093886,0,0,0,0,0,0
tt0092610,0,0,0,0,0,0
tt0094137,0,0,0,0,0,0
tt0093565,0,0,0,0,0,0
tt0093693,0,0,0,0,0,0
tt0094332,0,0,0,0,0,0
tt0093437,0,0,0,0,0,0
tt0093822,0,0,0,0,0,0
tt0092991,0,0,0,0,0,0
tt0098577,0,0,0,0,0,0
tt0094919,0,0,0,0,0,0
tt0094746,0,0,0,0,0,0
tt0094824,0,0,0,0,0,0
tt0095593,0,0,0,0,0,0
tt0095519,0,0,0,0,0,0
tt0095990,0,0,0,0,0,0
tt0095188,0,0,0,0,0,0
tt0095270,0,0,0,0,0,0
tt0097257,0,0,0,0,0,0
tt0094715,0,0,0,0,0,0
tt0096101,0,0,0,0,0,0
tt0097223,0,0,0,0,0,0
tt0095690,0,0,0,0,0,0
tt0095687,0,0,0,0,0,0
tt0095444,0,0,0,0,0,0
tt0095882,0,0,0,0,0,0
tt0095675,0,0,0,0,0,0
tt0095253,0,0,0,0,0,0
tt0094812,0,0,0,0,0,0
tt0096463,0,0,0,0,0,0
tt0095031,0,0,0,0,0,0
tt0094889,0,0,0,0,0,0
tt0097493,0,0,0,0,0,0
tt0096320,0,0,0,0,0,0
tt0095159,0,0,0,0,0,0
tt0095705,0,0,0,0,0,0
tt0094898,0,0,0,0,0,0
tt0094737,0,0,0,0,0,0
tt0094721,0,0,0,0,0,0
tt0098320,0,0,0,0,0,0
tt0098645,0,0,0,0,0,0
tt0098309,0,0,0,0,0,0
tt0097443,0,0,0,0,0,0
tt0097965,0,0,0,0,0,0
tt0097858,0,0,0,0,0,0
tt0097366,0,0,0,0,0,0
tt0097481,0,0,0,0,0,0
tt0098625,0,0,0,0,0,0
tt0097322,0,0,0,0,0,0
tt0101026,0,0,0,0,0,0
tt0097940,0,0,0,0,0,0
tt0098546,0,0,0,0,0,0
tt0098105,0,0,0,0,0,0
tt0098067,0,0,0,0,0,0
tt0098384,0,0,0,0,0,0
tt0098282,0,0,0,0,0,0
tt0098621,0,0,0,0,0,0
tt0097123,0,0,0,0,0,0
tt0097815,0,0,0,0,0,0
tt0098536,0,0,0,0,0,0
tt0096734,0,0,0,0,0,0
tt0097778,0,0,0,0,0,0
tt0097216,0,0,0,0,0,0
tt0098258,0,0,0,0,0,0
tt0098554,0,0,0,0,0,0
tt0098635,0,0,0,0,0,0
tt0097165,0,0,0,0,0,0
tt0099204,0,0,0,0,0,0
tt0099819,0,0,0,0,0,0
tt0100740,0,0,0,0,0,0
tt0100395,0,0,0,0,0,0
tt0100212,0,0,0,0,0,0
tt0099615,0,0,0,0,0,0
tt0100449,0,0,0,0,0,0
tt0102943,0,0,0,0,0,0
tt0100519,0,0,0,0,0,0
tt0099165,0,0,0,0,0,0
tt0099334,0,0,0,0,0,0
tt0098966,0,0,0,0,0,0
tt0099699,0,0,0,0,0,0
tt0100436,0,0,0,0,0,0
tt0100419,0,0,0,0,0,0
tt0100140,0,0,0,0,0,0
tt0105643,0,0,0,0,0,0
tt0099892,0,0,0,0,0,0
tt0100050,0,0,0,0,0,0
tt0099329,0,0,0,0,0,0
tt0099052,0,0,0,0,0,0
tt0100935,0,0,0,0,0,0
tt0099700,0,0,0,0,0,0
tt0100814,0,0,0,0,0,0
tt0099938,0,0,0,0,0,0
tt0100405,0,0,0,0,0,0
tt0103030,0,0,0,0,0,0
tt0102426,0,0,0,0,0,0
tt0102951,0,0,0,0,0,0
tt0102216,0,0,0,0,0,0
tt0105378,0,0,0,0,0,0
tt0101698,0,0,0,0,0,0
tt0101635,0,0,0,0,0,0
tt0102719,0,0,0,0,0,0
tt0102558,0,0,0,0,0,0
tt0101775,0,0,0,0,0,0
tt0101757,0,0,0,0,0,0
tt0101912,0,0,0,0,0,0
tt0102603,0,0,0,0,0,0
tt0102250,0,0,0,0,0,0
tt0105121,0,0,0,0,0,0
tt0101605,0,0,0,0,0,0
tt0101745,0,0,0,0,0,0
tt0101587,0,0,0,0,0,0
tt0102536,0,0,0,0,0,0
tt0103241,0,0,0,0,0,0
tt0101862,0,0,0,0,0,0
tt0102492,0,0,0,0,0,0
tt0101889,0,0,0,0,0,0
tt0101700,0,0,0,0,0,0
tt0102510,0,0,0,0,0,0
tt0101410,0,0,0,0,0,0
tt0101272,0,0,0,0,0,0
tt0103850,0,0,0,0,0,0
tt0104114,0,0,0,0,0,0
tt0104438,0,0,0,0,0,0
tt0104040,0,0,0,0,0,0
tt0104412,0,0,0,0,0,0
tt0104561,0,0,0,0,0,0
tt0104452,0,0,0,0,0,0
tt0104850,0,0,0,0,0,0
tt0105488,0,0,0,0,0,0
tt0103859,0,0,0,0,0,0
tt0104466,0,0,0,0,0,0
tt0105415,0,0,0,0,0,0
tt0103905,0,0,0,0,0,0
tt0104187,0,0,0,0,0,0
tt0105435,0,0,0,0,0,0
tt0105151,0,0,0,0,0,0
tt0104868,0,0,0,0,0,0
tt0103786,0,0,0,0,0,0
tt0105812,0,0,0,0,0,0
tt0105417,0,0,0,0,0,0
tt0104694,0,0,0,0,0,0
tt0103873,0,0,0,0,0,0
tt0104070,0,0,0,0,0,0
tt0104952,0,0,0,0,0,0
tt0105793,0,0,0,0,0,0
tt0106308,0,0,0,0,0,0
tt0107156,0,0,0,0,0,0
tt0107478,0,0,0,0,0,0
tt0107091,0,0,0,0,0,0
tt0108186,0,0,0,0,0,0
tt0106400,0,0,0,0,0,0
tt0108149,0,0,0,0,0,0
tt0107473,0,0,0,0,0,0
tt0107387,0,0,0,0,0,0
tt0107985,0,0,0,0,0,0
tt0106375,0,0,0,0,0,0
tt0107438,0,0,0,0,0,0
tt0108500,0,0,0,0,0,0
tt0107653,0,0,0,0,0,0
tt0108174,0,0,0,0,0,0
tt0107507,0,0,0,0,0,0
tt0106307,0,0,0,0,0,0
tt0108122,0,0,0,0,0,0
tt0107050,0,0,0,0,0,0
tt0107616,0,0,0,0,0,0
tt0108147,0,0,0,0,0,0
tt0106673,0,0,0,0,0,0
tt0106598,0,0,0,0,0,0
tt0106387,0,0,0,0,0,0
tt0106701,0,0,0,0,0,0
tt0106220,0,0,0,0,0,0
tt0108525,0,0,0,0,0,0
tt0108037,0,0,0,0,0,0
tt0107120,0,0,0,0,0,0
tt0108160,0,0,0,0,0,0
tt0106677,0,0,0,0,0,0
tt0107614,0,0,0,0,0,0
tt0107048,0,0,0,0,0,0
tt0110907,0,0,0,0,0,0
tt0109951,0,0,0,0,0,0
tt0110971,0,0,0,0,0,0
tt0110222,0,0,0,0,0,0
tt0111797,0,0,0,0,0,0
tt0109439,0,0,0,0,0,0
tt0110684,0,0,0,0,0,0
tt0110613,0,0,0,0,0,0
tt0110076,0,0,0,0,0,0
tt0109287,0,0,0,0,0,0
tt0110978,0,0,0,0,0,0
tt0109592,0,0,0,0,0,0
tt0110737,0,0,0,0,0,0
tt0114594,0,0,0,0,0,0
tt0110955,0,0,0,0,0,0
tt0110099,0,0,0,0,0,0
tt0110442,0,0,0,0,0,0
tt0110364,0,0,0,0,0,0
tt0111127,0,0,0,0,0,0
tt0109127,0,0,0,0,0,0
tt0110857,0,0,0,0,0,0
tt0110167,0,0,0,0,0,0
tt0110598,0,0,0,0,0,0
tt0109348,0,0,0,0,0,0
tt0109520,0,0,0,0,0,0
tt0110366,0,0,0,0,0,0
tt0110950,0,0,0,0,0,0
tt0109068,0,0,0,0,0,0
tt0109045,0,0,0,0,0,0
tt0112883,0,0,0,0,0,0
tt0109117,0,0,0,0,0,0
tt0109424,0,0,0,0,0,0
tt0110989,0,0,0,0,0,0
tt0110216,0,0,0,0,0,0
tt0109813,0,0,0,0,0,0
tt0110074,0,0,0,0,0,0
tt0110622,0,0,0,0,0,0
tt0109831,0,0,0,0,0,0
tt0109445,0,0,0,0,0,0
tt0109040,0,0,0,0,0,0
tt0110475,0,0,0,0,0,0
tt0109686,0,0,0,0,0,0
tt0112887,0,0,0,0,0,0
tt0113613,0,0,0,0,0,0
tt0109370,0,0,0,0,0,0
tt0113677,0,0,0,0,0,0
tt0112966,0,0,0,0,0,0
tt0113442,0,0,0,0,0,0
tt0112572,0,0,0,0,0,0
tt0114825,0,0,0,0,0,0
tt0112913,0,0,0,0,0,0
tt0113228,0,0,0,0,0,0
tt0110006,0,0,0,0,0,0
tt0114011,0,0,0,0,0,0
tt0114682,0,0,0,0,0,0
tt0114906,0,0,0,0,0,0
tt0114478,0,0,0,0,0,0
tt0113041,0,0,0,0,0,0
tt0113986,0,0,0,0,0,0
tt0114319,0,0,0,0,0,0
tt0113819,0,0,0,0,0,0
tt0112896,0,0,0,0,0,0
tt0114681,0,0,0,0,0,0
tt0113117,0,0,0,0,0,0
tt0112950,0,0,0,0,0,0
tt0112346,0,0,0,0,0,0
tt0114787,0,0,0,0,0,0
tt0113243,0,0,0,0,0,0
tt0113161,0,0,0,0,0,0
tt0114924,0,0,0,0,0,0
tt0113101,0,0,0,0,0,0
tt0113118,0,0,0,0,0,0
tt0113749,0,0,0,0,0,0
tt0112642,0,0,0,0,0,0
tt0112697,0,0,0,0,0,0
tt0117887,0,0,0,0,0,43
tt0117958,0,0,0,0,0,0
tt0116860,0,0,0,0,0,0
tt0116790,0,0,0,0,0,0
tt0117057,0,0,0,0,0,0
tt0117628,0,0,0,0,0,0
tt0116324,0,0,0,0,0,0
tt0117128,0,0,0,0,0,0
tt0115438,0,0,0,0,0,0
tt0115744,0,0,0,0,0,0
tt0116130,0,0,0,0,0,0
tt0117608,0,0,0,0,0,0
tt0115640,0,0,0,0,0,0
tt0116756,0,0,0,0,0,0
tt0117979,0,0,0,0,0,0
tt0115683,0,0,0,0,0,0
tt0116361,0,0,0,0,0,0
tt0118111,0,0,0,0,0,0
tt0117108,0,0,0,0,0,0
tt0115639,0,0,0,0,0,0
tt0116191,0,0,0,0,0,0
tt0116242,0,0,0,0,0,0
tt0115697,0,0,0,0,0,0
tt0117038,0,0,0,0,0,0
tt0116313,0,0,0,0,0,0
tt0117765,0,0,0,0,0,0
tt0117247,0,0,0,0,0,0
tt0117918,0,0,0,0,0,0
tt0116126,0,0,0,0,0,0
tt0116669,0,0,0,0,0,0
tt0115734,0,0,0,0,0,0
tt0117802,0,0,0,0,0,0
tt0116778,0,0,0,0,0,0
tt0115685,0,0,0,0,0,0
tt0116365,0,0,0,0,0,0
tt0116705,0,0,0,0,0,0
tt0117218,0,0,0,0,0,0
tt0117008,0,0,0,0,0,0
tt0115798,0,0,0,0,0,0
tt0116483,0,0,0,0,0,0
tt0116996,0,0,0,0,0,0
tt0116695,0,0,0,0,0,0
tt0119225,0,0,0,0,0,0
tt0119109,0,0,0,0,0,0
tt0118826,0,0,0,0,0,0
tt0118570,0,0,0,0,0,0
tt0119896,0,0,0,0,0,0
tt0118983,0,0,0,0,0,0
tt0120777,0,0,0,0,0,0
tt0119432,0,0,0,0,0,0
tt0118604,0,0,0,0,0,0
tt0119115,0,0,0,0,0,0
tt0118556,0,0,0,0,0,0
tt0119215,0,0,0,0,0,0
tt0120241,0,0,0,0,0,0
tt0120483,0,0,0,0,0,0
tt0119237,0,0,0,0,0,0
tt0119141,0,0,0,0,0,0
tt0120185,0,0,0,0,0,0
tt0124819,0,0,0,0,0,0
tt0119535,0,0,0,0,0,0
tt0119360,0,0,0,0,0,0
tt0120032,0,0,0,0,0,0
tt0118954,0,0,0,0,0,0
tt0120434,0,0,0,0,0,0
tt0119715,0,0,0,0,0,0
tt0120885,0,0,0,0,0,0
tt0119137,0,0,0,0,0,0
tt0119164,0,0,0,0,0,0
tt0119738,0,0,0,0,0,0
tt0118842,0,0,0,0,0,0
tt0119822,0,0,0,0,0,0
tt0119528,0,0,0,0,0,0
tt0118799,0,0,0,0,0,0
tt0126604,0,0,0,0,0,0
tt0118301,0,0,0,0,0,0
tt0120906,0,0,0,0,0,0
tt0120820,0,0,0,0,0,0
tt0120741,0,0,0,0,0,0
tt0147004,0,0,0,0,0,0
tt0120772,0,0,0,0,0,0
tt0145734,0,0,0,0,0,0
tt0120701,0,0,0,0,0,0
tt0263438,0,0,0,0,0,0
tt0124879,0,0,0,0,0,0
tt0120654,0,0,0,0,0,0
tt0120533,0,0,0,0,0,0
tt0118798,0,0,0,0,0,0
tt0166396,0,0,0,0,0,0
tt0133189,0,0,0,0,0,0
tt0119942,0,0,0,0,0,0
tt0154421,0,0,0,0,0,0
tt0141109,0,0,0,0,0,0
tt0119038,0,0,0,0,0,0
tt0127723,0,0,0,0,0,0
tt0124198,0,0,0,0,0,0
tt0118789,0,0,0,0,0,0
tt0172684,0,0,0,0,0,0
tt0118843,0,0,0,0,0,0
tt0150662,0,0,0,0,0,0
tt0144120,0,0,0,0,0,0
tt0120770,0,0,0,0,0,0
tt0131857,0,0,0,0,0,0
tt0120693,0,0,0,0,0,0
tt0120686,0,0,0,0,0,0
tt0120148,0,0,0,0,0,0
tt0147612,0,0,0,0,0,0
tt0120631,0,0,0,0,0,0
tt0120791,0,0,0,0,0,0
tt0120780,0,0,0,0,0,0
tt0118998,0,0,0,0,0,0
tt0120789,0,0,0,0,0,0
tt0120888,0,0,0,0,0,0
tt0120484,0,0,0,0,0,0
tt0128445,0,0,0,0,0,0
tt0128853,0,0,0,0,0,0
tt0138097,0,0,0,0,0,0
tt0129387,0,0,0,0,0,0
tt0120735,0,0,0,0,0,0
tt0118715,0,0,0,0,0,0
tt0120382,0,0,0,0,0,0
tt0145893,0,0,0,0,0,0
tt0144715,0,0,0,0,0,0
tt0189584,0,0,0,0,0,0
tt0137338,0,0,0,0,0,0
tt0122541,0,0,0,0,0,0
tt0150992,0,0,0,0,0,0
tt0181288,0,0,0,0,0,0
tt0120596,0,0,0,0,0,0
tt0149691,0,0,0,0,0,0
tt0166175,0,0,0,0,0,0
tt0155711,0,0,0,0,0,0
tt0167427,0,0,0,0,0,0
tt0164114,0,0,0,0,0,0
tt0199683,0,0,0,0,0,0
tt0144640,0,0,0,0,0,0
tt0144168,0,0,0,0,0,0
tt0133046,0,0,0,0,0,0
tt0178737,0,0,0,0,0,0
tt0160916,0,0,0,0,0,0
tt0188674,0,0,0,0,0,0
tt0155776,0,0,0,0,0,0
tt0140379,0,0,0,0,0,0
tt0179116,0,0,0,0,0,0
tt0118665,0,0,0,0,0,0
tt0134618,0,0,0,0,0,0
tt0120797,0,0,0,0,0,0
tt0141098,0,0,0,0,0,0
tt0158371,0,0,0,0,0,0
tt0157503,0,0,0,0,0,0
tt0130121,0,0,0,0,0,0
tt0165710,0,0,0,0,0,0
tt0138510,0,0,0,0,0,0
tt0139699,0,0,0,0,0,0
tt0131369,0,0,0,0,0,0
tt0123964,0,0,0,0,0,0
tt0124298,0,0,0,0,0,0
tt0131325,0,0,0,0,0,0
tt0139239,0,0,0,0,0,0
tt0205000,0,0,0,0,0,0
tt0151738,0,0,0,0,0,0
tt0160862,0,0,0,0,0,0
tt0126886,0,0,0,0,0,0
tt0163187,0,0,0,0,0,0
tt0182789,0,0,0,0,0,0
tt0122933,0,0,0,0,0,0
tt0142342,0,0,0,0,0,0
tt0151804,0,0,0,0,0,0
tt0125439,0,0,0,0,0,0
