tconst,p1,p2,p3,p4,p5,p6
tt1229340,0,0,0,0,0,0
tt2234155,0,0,0,0,0,0
tt1588173,0,0,0,0,0,0
tt2229499,0,0,0,0,0,0
tt2194499,0,0,0,0,0,0
tt1951261,0,0,0,0,0,0
tt0359950,0,0,0,0,0,0
tt1245492,0,0,0,0,0,0
tt1723121,0,0,0,0,0,0
tt1609479,0,0,0,0,0,0
tt1969062,0,0,0,0,0,0
tt1883180,0,0,0,0,0,0
tt1798243,0,0,0,0,0,0
tt2390237,0,0,0,0,0,0
tt2509850,0,0,0,0,0,0
tt2239832,0,0,0,0,0,0
tt1294970,0,0,0,0,0,0
tt2398249,0,0,0,0,0,0
tt1826590,0,0,0,0,0,0
tt2355495,0,0,0,0,0,0
tt1767372,0,0,0,0,0,0
tt2235108,0,0,0,0,0,0
tt2139555,0,0,0,0,0,0
tt2494280,0,0,0,0,0,0
tt0458413,0,0,0,0,0,0
tt1823664,0,0,0,0,0,0
tt2172584,0,0,0,0,0,0
tt1571249,0,0,0,0,0,0
tt1698641,0,0,0,0,0,0
tt2034031,0,0,0,0,0,0
tt1791682,0,0,0,0,0,0
tt2121382,0,0,0,0,0,0
tt2103254,0,0,0,0,0,0
tt0443465,0,0,0,0,0,0
tt2463288,0,0,0,0,0,0
tt1567437,0,0,0,0,0,0
tt2140619,0,0,0,0,0,0
tt1371150,0,0,0,0,0,0
tt1605717,0,0,0,0,0,0
tt1791528,0,0,0,0,0,0
tt2170593,0,0,0,0,0,0
tt1800246,0,0,0,0,0,0
tt1956620,0,0,0,0,0,0
tt1086772,0,0,0,0,0,0
tt1638002,0,0,0,0,0,0
tt2177771,0,0,0,0,0,0
tt2096672,0,0,0,0,0,0
tt2203939,0,0,0,0,0,0
tt2338151,0,0,0,0,0,0
tt2170439,0,0,0,0,0,0
tt2004420,0,0,0,0,0,0
tt1883367,0,0,0,0,0,0
tt2386404,0,0,0,0,0,0
tt2245003,0,0,0,0,0,0
tt2349144,0,0,0,0,0,0
tt2279339,0,0,0,0,0,0
tt1018765,0,0,0,0,0,0
tt4897822,0,0,0,0,0,0
tt2140465,0,0,0,0,0,0
tt2358925,0,0,0,0,0,0
tt2118624,0,0,0,0,0,0
tt1727770,0,0,0,0,0,0
tt2479478,0,0,0,0,0,0
tt2268016,0,0,0,0,0,0
tt1243974,0,0,0,0,0,0
tt1850457,0,0,0,0,0,0
tt0884732,0,0,0,0,0,0
tt1674771,0,0,0,0,0,0
tt1666801,0,0,0,0,0,0
tt1172049,0,0,0,0,0,0
tt2503944,0,0,0,0,0,0
tt1528854,0,0,0,0,0,0
tt2361509,0,0,0,0,0,0
tt2381941,0,0,0,0,0,0
tt1639084,0,0,0,0,0,0
tt4972062,0,0,0,0,0,0
tt1661275,0,0,0,0,0,0
tt5078204,0,0,0,0,0,0
tt1468846,0,0,0,0,0,0
tt1798603,0,0,0,0,0,0
tt4900716,0,0,0,0,0,0
tt4824302,0,0,0,0,0,0
tt2461150,0,0,0,0,0,0
tt4901306,0,0,0,0,0,0
tt2452386,0,0,0,0,0,0
tt5247022,0,0,0,0,0,0
tt1473832,0,0,0,0,0,0
tt1292566,0,0,0,0,0,0
tt1878870,0,0,0,0,0,0
tt1860213,0,0,0,0,0,0
tt0475290,0,0,0,0,0,0
tt6439558,0,0,0,0,0,0
tt5893332,0,0,0,0,0,0
tt7608418,0,0,0,0,0,0
tt5805752,0,0,0,0,0,0
tt5884230,0,0,0,0,0,0
tt6788942,0,0,0,0,0,0
tt5814592,0,0,0,0,0,0
tt2338454,0,0,0,0,0,0
tt6967980,0,0,0,0,0,0
tt6048930,0,0,0,0,0,0
tt1966359,0,0,0,0,0,0
tt5785170,0,0,0,0,0,0
tt5859238,0,0,0,0,0,0
tt7642818,0,0,0,0,0,0
tt5666304,0,0,0,0,0,0
tt5997666,0,0,0,0,0,0
tt5462326,0,0,0,0,0,0
tt5121816,0,0,0,0,0,0
tt5764096,0,0,0,0,0,0
tt5982852,0,0,0,0,0,0
tt6018306,0,0,0,0,0,0
tt1412528,0,0,0,0,0,0
tt5719700,0,0,0,0,0,0
tt5962210,0,0,0,0,0,0
tt5536736,0,0,0,0,0,0
tt0491175,0,0,0,0,0,0
tt1987680,0,0,0,0,0,0
tt6359956,0,0,0,0,0,0
tt7221896,0,0,0,0,0,0
tt5710514,0,0,0,0,0,0
tt4995790,0,0,0,0,0,0
tt5657846,0,0,0,0,0,0
tt5462602,0,0,0,0,0,0
tt5439796,0,0,0,0,0,0
tt4925292,0,0,0,0,0,0
tt5027774,0,0,0,0,0,0
tt6865690,0,0,0,0,0,0
tt5607096,0,0,0,0,0,0
tt6821012,0,0,0,0,0,0
tt7170950,0,0,0,0,0,0
tt2126357,0,0,0,0,0,0
tt7218518,0,0,0,0,0,0
tt7581902,0,0,0,0,0,0
tt6987770,0,0,0,0,0,0
tt7242142,0,0,0,0,0,0
tt6857166,0,0,0,0,0,0
tt6527426,0,0,0,0,0,0
tt0859635,0,0,0,0,0,0
tt7725596,0,0,0,0,0,0
tt8108202,0,0,0,0,0,0
tt4878482,0,0,0,0,0,0
tt5691670,0,0,0,0,0,0
tt1255919,0,0,0,0,0,0
tt6781982,0,0,0,0,0,0
tt5619332,0,0,0,0,0,0
tt6697582,0,0,0,0,0,0
tt1563742,0,0,0,0,0,0
tt5613484,0,0,0,0,0,0
tt5304992,0,0,0,0,0,0
tt5783956,0,0,0,0,0,0
tt2119543,0,0,0,0,0,0
tt4971344,0,0,0,0,0,0
tt6791096,0,0,0,0,0,0
tt5610554,0,0,0,0,0,0
tt5688932,0,0,0,0,0,0
tt7014006,0,0,0,0,0,0
tt7668842,0,0,0,0,0,0
tt7401588,0,0,0,0,0,0
tt6911608,0,0,0,0,0,0
tt5164432,0,0,0,0,0,0
tt6412452,0,0,0,0,0,0
tt7040874,0,0,0,0,0,0
tt7546486,0,0,0,0,0,0
tt7284204,0,0,0,0,0,0
tt8047208,0,0,0,0,0,0
tt7690016,0,0,0,0,0,0
tt6113122,0,0,0,0,0,0
tt7534068,0,0,0,0,0,0
tt8129794,0,0,0,0,0,0
tt8852558,0,0,0,0,0,0
tt7027092,0,0,0,0,0,0
tt5686062,0,0,0,0,0,0
tt7871636,0,0,0,0,0,0
tt7986222,0,0,0,0,0,0
tt6708044,0,0,0,0,0,0
tt5473090,0,0,0,0,0,0
tt6415416,0,0,0,0,0,0
tt7105944,0,0,0,0,0,0
tt6384386,0,0,0,0,0,0
tt5224356,0,0,0,0,0,0
tt6981702,0,0,0,0,0,0
tt6394430,0,0,0,0,0,0
tt8368032,0,0,0,0,0,0
tt7231342,0,0,0,0,0,0
tt6676028,0,0,0,0,0,0
tt7139936,0,70,0,0,0,0
tt2139881,0,57,0,0,68,66
tt8470462,0,0,0,0,0,33
tt8637428,0,0,0,0,0,32
tt7339248,0,0,0,0,0,0
tt8075260,0,0,0,0,0,0
tt6107548,0,0,0,0,0,0
tt7634968,0,0,0,0,0,0
tt8169446,0,0,0,0,0,0
tt9398640,0,0,0,0,0,0
tt8201170,0,0,0,0,0,0
tt1298644,0,0,0,0,0,0
tt8695030,0,0,0,0,0,0
tt7374948,0,0,0,0,0,0
tt8155288,0,0,0,0,0,0
tt2452244,0,0,0,0,0,0
tt6511932,0,0,0,0,0,0
tt9052870,0,0,0,0,0,0
tt9252508,0,0,0,0,0,0
tt8385474,0,0,0,0,0,0
tt9860728,0,0,0,0,0,0
tt1478839,0,0,0,0,0,0
tt8442644,0,0,0,0,0,0
tt8266310,0,0,0,0,0,0
tt7957694,0,0,0,0,0,0
tt8041276,0,0,0,0,0,0
tt8085790,0,0,0,0,0,0
tt8858104,0,0,0,0,0,0
tt10263320,0,0,0,0,0,0
tt8908002,0,0,0,0,0,0
tt7200946,0,0,0,0,0,0
tt7545266,0,0,0,0,0,31
tt9285882,25,0,0,0,0,0
tt5563334,56,0,0,0,0,0
tt8178486,81,0,0,0,0,0
tt0385887,90,100,0,0,0,0
tt0960098,0,0,0,0,0,0
tt0065531,0,0,0,0,0,0
tt0067309,0,0,0,0,0,0
tt0067128,0,0,0,0,0,0
tt0067800,0,0,0,0,0,0
tt0066921,0,0,0,0,0,0
tt0069947,0,0,0,0,0,0
tt0070723,0,0,0,0,0,0
tt0070379,0,0,0,0,0,0
tt0072226,0,0,0,0,0,0
tt0071877,0,0,0,0,0,0
tt0071562,0,0,0,0,0,0
tt0074860,0,0,0,0,0,0
tt0075314,0,0,0,0,0,0
tt0077413,0,0,0,0,0,0
tt0078718,0,0,0,0,0,0
tt0080388,0,0,0,0,0,0
tt0080474,0,0,0,0,0,0
tt0080569,0,0,0,0,0,0
tt0081070,0,0,0,0,0,0
tt0082934,0,0,0,0,0,0
tt0082089,0,0,0,0,0,0
tt0085210,0,0,0,0,0,0
tt0086154,0,0,0,0,0,0
tt0086216,0,0,0,0,0,0
tt0086066,0,0,0,0,0,0
tt0086250,0,0,0,0,0,0
tt0088272,0,0,0,0,0,0
tt0087089,0,0,0,0,0,0
tt0086984,0,0,0,0,0,0
tt0086979,0,0,0,0,0,0
tt0087843,0,0,0,0,0,0
tt0090329,0,0,0,0,0,0
tt0090670,0,0,0,0,0,0
tt0091860,0,0,0,0,0,0
tt0091474,0,0,0,0,0,0
tt0091605,0,0,0,0,0,0
tt0093603,0,0,0,0,0,0
tt0093407,0,0,0,0,0,0
tt0093223,0,0,0,0,0,0
tt0094291,0,0,0,0,0,0
tt0094226,0,0,0,0,0,0
tt0096018,0,0,0,0,0,0
tt0095468,0,0,0,0,0,0
tt0096257,0,0,0,0,0,0
tt0096244,0,0,0,0,0,0
tt0094608,0,0,0,0,0,0
tt0095174,0,0,0,0,0,0
tt0095647,0,0,0,0,0,0
tt0097240,0,0,0,0,0,0
tt0097108,0,0,0,0,0,0
tt0098273,0,0,0,0,0,0
tt0097027,0,0,0,0,0,0
tt0099850,0,0,0,0,0,0
tt0101258,0,0,0,0,0,0
tt0099703,0,0,0,0,0,0
tt0099939,0,0,0,0,0,0
tt0100150,0,0,0,0,0,0
tt0099674,0,0,0,0,0,0
tt0101969,0,0,0,0,0,0
tt0101669,0,0,0,0,0,0
tt0101393,0,0,0,0,0,0
tt0101507,0,0,0,0,0,0
tt0101540,0,0,0,0,0,0
tt0102926,0,0,0,0,0,0
tt0105217,0,0,0,0,0,0
tt0103793,0,0,0,0,0,0
tt0105585,0,0,0,0,0,0
tt0105699,0,0,0,0,0,0
tt0104549,0,0,0,0,0,0
tt0103759,0,0,0,0,0,0
tt0105275,0,0,0,0,0,0
tt0104036,0,0,0,0,0,0
tt0104348,0,0,0,0,0,0
tt0105236,0,0,0,0,0,0
tt0105226,0,0,0,0,0,0
tt0110265,0,0,0,0,0,0
tt0107665,0,0,0,0,0,0
tt0107497,0,0,0,0,0,0
tt0106333,0,0,0,0,0,0
tt0106469,0,0,0,0,0,0
tt0107554,0,0,0,0,0,0
tt0107302,0,0,0,0,0,0
tt0107808,0,0,0,0,0,0
tt0107798,0,0,0,0,0,0
tt0106489,0,0,0,0,0,0
tt0106856,0,0,0,0,0,0
tt0106519,0,0,0,0,0,0
tt0108399,0,0,0,0,0,0
tt0109035,0,0,0,0,0,0
tt0110308,0,0,0,0,0,0
tt0110729,0,0,0,0,0,0
tt0111149,0,0,0,0,0,0
tt0109446,0,0,0,0,0,0
tt0110632,0,0,0,0,0,0
tt0110912,0,0,0,0,0,0
tt0112857,0,0,0,0,0,0
tt0113305,0,0,0,0,0,0
tt0112688,0,0,0,0,0,0
tt0114660,0,0,0,0,0,0
tt0109642,0,0,0,0,0,0
tt0112818,0,0,0,0,0,0
tt0113247,0,0,0,0,0,0
tt0112641,0,0,0,0,0,0
tt0113277,0,0,0,0,0,0
tt0114814,0,0,0,0,0,0
tt0114369,0,0,0,0,0,0
tt0117293,0,0,0,0,0,0
tt0117107,0,0,0,0,0,0
tt0116731,0,0,0,0,0,0
tt0116259,0,0,0,0,0,0
tt0117407,0,0,0,0,0,0
tt0119256,0,0,0,0,0,0
tt0115736,0,0,0,0,0,0
tt0116231,0,0,0,0,0,0
tt0117913,0,0,0,0,0,0
tt0117381,0,0,0,0,0,0
tt0117665,0,0,0,0,0,0
tt0116282,0,0,0,0,0,0
tt0120152,0,0,0,0,0,0
tt0118767,0,0,0,0,0,0
tt0119994,0,0,0,0,0,0
tt0119592,0,0,0,0,0,0
tt0119250,0,0,0,0,0,0
tt0119668,0,0,0,0,0,0
tt0118771,0,0,0,0,0,0
tt0120399,0,0,0,0,0,0
tt0119978,0,0,0,0,0,0
tt0119167,0,0,0,0,0,0
tt0119468,0,0,0,0,0,0
tt0118887,0,0,0,0,0,0
tt0119396,0,0,0,0,0,0
tt0119488,0,0,0,0,0,0
tt0159382,0,0,0,0,0,0
tt0157016,0,0,0,0,0,0
tt0118636,0,0,0,0,0,0
tt0119683,0,0,0,0,0,0
tt0120324,0,0,0,0,0,0
tt0120832,0,0,0,0,0,0
tt0120787,0,0,0,0,0,0
tt0154506,0,0,0,0,0,0
tt0120890,0,0,0,0,0,0
tt0128442,0,0,0,0,0,0
tt0130827,0,0,0,0,0,0
tt0165854,0,0,0,0,0,0
tt0139668,0,0,0,0,0,0
tt0162677,0,0,0,0,0,0
tt0144214,0,0,0,0,0,0
tt0150377,0,0,0,0,0,0
tt0137363,0,0,0,0,0,0
tt0155267,0,0,0,0,0,0
tt0145681,0,0,0,0,0,0
tt0134119,0,0,0,0,0,0
tt0120689,0,0,0,0,0,0
tt0163983,0,0,0,0,0,0
tt0249380,0,0,0,0,0,0
tt0222851,0,0,0,0,0,0
tt0181984,0,0,0,0,0,0
tt0144084,0,0,0,0,0,0
tt0274117,0,0,0,0,0,0
tt0312843,0,0,0,0,0,0
tt0221218,0,0,0,0,0,0
tt0237572,0,0,0,0,0,0
tt0243133,0,0,0,0,0,0
tt0227445,0,0,0,0,0,0
tt0139654,0,0,0,0,0,0
tt0240772,0,0,0,0,0,0
tt0265651,0,0,0,0,0,0
tt0295254,0,0,0,0,0,0
tt0279331,0,0,0,0,0,0
tt0246677,0,0,0,0,0,0
tt0160184,0,0,0,0,0,0
tt0269095,0,0,0,0,0,0
tt0235737,0,0,0,0,0,0
tt0280665,0,0,0,0,0,0
tt0257756,0,0,0,0,0,0
tt0278435,0,0,0,0,0,0
tt0272207,0,0,0,0,0,0
tt0301199,0,0,0,0,0,0
tt0300140,0,0,0,0,0,0
tt0264935,0,0,0,0,0,0
tt0290673,0,0,0,0,0,0
tt0338564,0,0,0,0,0,0
tt0251160,0,0,0,0,0,0
tt0310793,0,0,0,0,0,0
tt0257044,0,0,0,0,0,0
tt0289765,0,0,0,0,0,0
tt0183649,0,0,0,0,0,0
tt0258000,0,0,0,0,0,0
tt0217505,0,0,0,0,0,0
tt0317248,0,0,0,0,0,0
tt0289635,0,0,0,0,0,0
tt0326977,0,0,0,0,0,0
tt0293007,0,0,0,0,0,0
tt0335563,0,0,0,0,0,0
tt0310910,0,0,0,0,0,0
tt0324133,0,0,0,0,0,0
tt0313443,0,0,0,0,0,0
tt0315983,0,0,0,0,0,0
tt0363589,0,0,0,0,0,0
tt0313542,0,0,0,0,0,0
tt0289992,0,0,0,0,0,0
tt0276919,0,0,0,0,0,0
tt0315733,0,0,0,0,0,0
tt0327056,0,0,0,0,0,0
tt0398883,0,0,0,0,0,0
tt0324127,0,0,0,0,0,0
tt0315297,0,0,0,0,0,0
tt0383694,0,0,0,0,0,0
tt0385705,0,0,0,0,0,0
tt0377091,0,0,0,0,0,0
tt0390221,0,0,0,0,0,0
tt0419677,0,0,0,0,0,0
tt0275491,0,0,0,0,0,0
tt0297284,0,0,0,0,0,0
tt0364045,0,0,0,0,0,0
tt0349903,0,0,0,0,0,0
tt0369339,0,0,0,0,0,0
tt0375679,0,0,0,0,0,0
tt0429715,0,0,0,0,0,0
tt0420509,0,0,0,0,0,0
tt0414951,0,0,0,0,0,0
tt0373450,0,0,0,0,0,0
tt0456396,0,0,0,0,0,0
tt0285175,0,0,0,0,0,0
tt0411270,0,0,0,0,0,0
tt0445620,0,0,0,0,0,0
tt0468565,0,0,0,0,0,0
tt0380599,0,0,0,0,0,0
tt0410097,0,0,0,0,0,0
tt0421238,0,0,0,0,0,0
tt0451094,0,0,0,0,0,0
tt0398017,0,0,0,0,0,0
tt0373926,0,0,0,0,0,0
tt0385002,0,0,0,0,0,0
tt0399146,0,0,0,0,0,0
tt0401792,0,0,0,0,0,0
tt0349467,0,0,0,0,0,0
tt0435680,0,0,0,0,0,0
tt0443456,0,0,0,0,0,0
tt0473488,0,0,0,0,0,0
tt0758742,0,0,0,0,0,0
tt0465551,0,0,0,0,0,0
tt0396171,0,0,0,0,0,0
tt0425210,0,0,0,0,0,0
tt0454848,0,0,0,0,0,0
tt0854678,0,0,0,0,0,0
tt0870090,0,0,0,0,0,0
tt0399095,0,0,0,0,0,0
tt0831884,0,0,0,0,0,0
tt0830558,0,0,0,0,0,0
tt0780516,0,0,0,0,0,0
tt0374563,0,0,0,0,0,0
tt0897361,0,0,0,0,0,0
tt0842929,0,0,0,0,0,0
tt0489664,0,0,0,0,0,0
tt0857265,0,0,0,0,0,0
tt0804516,0,0,0,0,0,0
tt0485851,0,0,0,0,0,0
tt0435670,0,0,0,0,0,0
tt0896798,0,0,0,0,0,0
tt0455960,0,0,0,0,0,0
tt0813547,0,0,0,0,0,0
tt0457433,0,0,0,0,0,0
tt0891527,0,0,0,0,0,0
tt0795493,0,0,0,0,0,0
tt0427470,0,0,0,0,0,0
tt0478134,0,0,0,0,0,0
tt0211933,0,0,0,0,0,0
tt0411061,0,0,0,0,0,0
tt0498399,0,0,0,0,0,0
tt0808279,0,0,0,0,0,0
tt0292963,0,0,0,0,0,0
tt0780571,0,0,0,0,0,0
tt0465538,0,0,0,0,0,0
tt0488120,0,0,0,0,0,0
tt0481369,0,0,0,0,0,0
tt0486822,0,0,0,0,0,0
tt0452623,0,0,0,0,0,0
tt0496806,0,0,0,0,0,0
tt0443706,0,0,0,0,0,0
tt0477348,0,0,0,0,0,0
tt1173745,0,0,0,0,0,0
tt0865554,0,0,0,0,0,0
tt0961728,0,0,0,0,0,0
tt0409345,0,0,0,0,0,0
tt1068641,0,0,0,0,0,0
tt0926762,0,0,0,0,0,0
tt0978759,0,0,0,0,0,0
tt0488604,0,0,0,0,0,0
tt0964539,0,0,0,0,0,0
tt1073241,0,0,0,0,0,0
tt0800240,0,0,0,0,0,0
tt0929425,0,0,0,0,0,0
tt0880578,0,0,0,0,0,0
tt0947802,0,0,0,0,0,0
tt0800241,0,0,0,0,0,0
tt0482572,0,0,0,0,0,0
tt1280558,0,0,0,0,0,0
tt1117385,0,0,0,0,0,0
tt1034331,0,0,0,0,0,0
tt0200465,0,0,0,0,0,0
tt1261047,0,0,0,0,0,0
tt0910905,0,0,0,0,0,0
tt1234541,0,0,0,0,0,0
tt1135092,0,0,0,0,0,0
tt0892767,0,0,0,0,0,0
tt0924129,0,0,0,0,0,0
tt1379177,0,0,0,0,0,0
tt0814335,0,0,0,0,0,0
tt1232207,0,0,0,0,0,0
tt1216496,0,0,0,0,0,0
tt1313104,0,0,0,0,0,0
tt1210042,0,0,0,0,0,0
tt1343097,0,0,0,0,0,0
tt1095217,0,0,0,0,0,0
tt1216487,0,0,0,0,0,0
tt1235166,0,0,0,0,0,0
tt0473705,0,0,0,0,0,0
tt1132620,0,0,0,0,0,0
tt0968264,0,0,0,0,0,0
tt1668191,0,0,0,0,0,0
tt0954947,0,0,0,0,0,0
tt1529572,0,0,0,0,0,0
tt1213648,0,0,0,0,0,0
tt1175709,0,0,0,0,0,0
tt1313092,0,0,0,0,0,0
tt1645089,0,0,0,0,0,0
tt0914863,0,0,0,0,0,0
tt1226273,0,0,0,0,0,0
tt1179056,0,0,0,0,0,0
tt1440728,0,0,0,0,0,0
tt0840361,0,0,0,0,0,0
tt1661420,0,0,0,0,0,0
tt1972663,0,0,0,0,0,0
tt1389127,0,0,0,0,0,0
tt1536410,0,0,0,0,0,0
tt1821593,0,0,0,0,0,0
tt1640548,0,0,0,0,0,0
tt1788391,0,0,0,0,0,0
tt1827487,0,0,0,0,0,0
tt1674784,0,0,0,0,0,0
tt1726669,0,0,0,0,0,0
tt1189340,0,0,0,0,0,0
tt1568346,0,0,0,0,0,0
tt0780504,0,0,0,0,0,0
tt1989475,0,0,0,0,0,0
tt1440732,0,0,0,0,0,0
tt1496422,0,0,0,0,0,0
tt1667310,0,0,0,0,0,0
tt1787988,0,0,0,0,0,0
tt1658837,0,0,0,0,0,0
tt1480656,0,0,0,0,0,0
tt1486192,0,0,0,0,0,0
tt1615065,0,0,0,0,0,0
tt1764234,0,0,0,0,0,0
tt2101441,0,0,0,0,0,0
tt1212450,0,0,0,0,0,0
tt1817273,0,0,0,0,0,0
tt2249221,0,0,0,0,0,0
tt2171867,0,0,0,0,0,0
tt2388637,0,0,0,0,0,0
tt2218003,0,0,0,0,0,0
tt2438644,0,0,0,0,0,0
tt2382396,0,0,0,0,0,0
tt2377938,0,0,0,0,0,0
tt2005374,0,0,0,0,0,0
tt2364841,0,0,0,0,0,0
tt2359024,0,0,0,0,0,0
tt1528071,0,0,0,0,0,0
tt1235522,0,0,0,0,0,0
tt2193215,0,0,0,0,0,0
tt1924396,0,0,0,0,0,0
tt1911644,0,0,0,0,0,0
tt1924429,0,0,0,0,0,0
tt2053463,0,0,0,0,0,0
tt1800241,0,0,0,0,0,0
tt1392214,0,0,0,0,0,0
tt1670345,0,0,0,0,0,0
tt2409818,0,0,0,0,0,0
tt2304953,0,0,0,0,0,0
tt2515030,0,0,0,0,0,0
tt2326612,0,0,0,0,0,0
tt1179031,0,0,0,0,0,0
tt2345737,0,0,0,0,0,0
tt2039393,0,0,0,0,0,0
tt1972571,0,0,0,0,0,0
tt1600196,0,0,0,0,0,0
tt1872194,0,0,0,0,0,0
tt4934950,0,0,0,0,0,0
tt1741273,0,0,0,0,0,0
tt1291570,0,0,0,0,0,0
tt2273657,0,0,0,0,0,0
tt1014763,0,0,0,0,0,0
tt0376479,0,0,0,0,0,0
tt1901024,0,0,0,0,0,0
tt2262315,0,0,0,0,0,0
tt5952332,0,0,0,0,0,0
tt1995390,0,0,0,0,0,0
tt5354160,0,0,0,0,0,0
tt5165344,0,0,0,0,0,0
tt1800302,0,0,0,0,0,0
tt1712261,0,0,0,0,0,0
tt2241351,0,0,0,0,0,0
tt4857264,0,0,0,0,0,0
tt1869347,0,0,0,0,0,0
tt5112578,0,0,0,0,0,0
tt5723272,0,0,0,0,0,0
tt6000478,0,0,0,0,0,0
tt5649108,0,0,0,0,0,0
tt1458169,0,0,0,0,0,0
tt5390504,0,0,0,0,0,0
tt1758810,0,0,0,0,0,0
tt4846232,0,0,0,0,0,0
tt5742374,0,0,0,0,0,0
tt5362988,0,0,0,0,0,0
tt5501104,0,0,0,0,0,0
tt6768578,0,0,0,0,0,0
tt2011311,0,0,0,0,0,0
tt5580266,0,0,0,0,0,0
tt4964788,0,0,0,0,0,0
tt5397194,0,0,0,0,0,0
tt6742252,0,0,0,0,0,0
tt8075192,0,0,0,0,0,0
tt8108198,0,0,0,0,0,0
tt7959026,0,0,0,0,0,0
tt6628394,0,0,0,0,0,0
tt10324144,0,0,0,0,0,0
tt8130968,0,0,0,0,0,0
tt8110640,0,0,0,0,0,0
tt0066580,0,0,0,0,0,0
tt0072962,0,0,0,0,0,0
tt0076578,0,0,0,0,0,0
tt0085809,0,0,0,0,0,0
tt0098213,0,0,0,0,0,0
tt0102015,0,0,0,0,0,0
tt0103767,0,0,0,0,0,0
tt0110057,0,0,0,0,0,0
tt0118147,0,0,0,0,0,0
tt0186508,0,0,0,0,0,0
tt0379225,0,0,0,0,0,0
tt0387412,0,0,0,0,0,0
tt0361596,0,0,0,0,0,0
tt0358456,0,0,0,0,0,0
tt0428803,0,0,0,0,0,0
tt0486358,0,0,0,0,0,0
tt0497116,0,0,0,0,0,0
tt0393597,0,0,0,0,0,0
tt1093824,0,0,0,0,0,0
tt0386032,0,0,0,0,0,0
tt1151309,0,0,0,0,0,0
tt1286537,0,0,0,0,0,0
tt1229827,0,0,0,0,0,0
tt1014762,0,0,0,0,0,0
tt1477715,0,0,0,0,0,0
tt1664894,0,0,0,0,0,0
tt1559549,0,0,0,0,0,0
tt1584016,0,0,0,0,0,0
tt1440266,0,0,0,0,0,0
tt1687247,0,0,0,0,0,0
tt1781069,0,0,0,0,0,0
tt0770802,0,0,0,0,0,0
tt1772925,0,0,0,0,0,0
tt1702443,0,0,0,0,0,0
tt2215719,0,0,0,0,0,0
tt1942884,0,0,0,0,0,0
tt2085910,0,0,0,0,0,0
tt1935156,0,0,0,0,0,0
tt2515086,0,0,0,0,0,0
tt5278506,0,0,0,0,0,0
tt5804038,0,0,0,0,0,0
tt5929776,0,0,0,0,0,0
tt7214762,0,0,0,0,0,0
tt5541848,0,0,0,0,0,0
tt8632862,0,0,0,0,0,0
tt7905466,0,0,0,0,0,0
tt6864864,0,0,0,0,0,0
tt8106576,0,0,0,0,0,0
tt5773986,0,0,0,0,0,0
tt9135854,0,0,0,0,0,0
tt7329810,0,0,0,0,0,0
tt8178958,0,0,0,0,0,0
tt8760684,0,0,0,0,0,0
tt9358204,0,0,0,0,0,0
tt9573980,0,0,0,0,0,0
tt9412098,0,0,0,0,0,0
tt9358052,0,0,0,0,0,0
tt6016744,0,0,0,0,0,0
tt8151874,17,73,0,0,0,0
tt0111161,92,0,0,0,82,86
tt0081505,84,0,0,0,0,0
tt0066601,0,0,0,0,0,0
tt0065571,0,0,0,0,0,0
tt0066011,0,0,0,0,0,0
tt0065724,0,0,0,0,0,0
tt0067277,0,0,0,0,0,0
tt0066819,0,0,0,0,0,0
tt0067549,0,0,0,0,0,0
tt0067445,0,0,0,0,0,0
tt0067411,0,0,0,0,0,0
tt0067588,0,0,0,0,0,0
tt0066763,0,0,0,0,0,0
tt0067140,0,0,0,0,0,0
tt0067093,0,0,0,0,0,0
tt0067328,0,0,0,0,0,0
tt0066434,0,0,0,0,0,0
tt0070643,0,0,0,0,0,0
tt0070040,0,0,0,0,0,0
tt0070903,0,0,0,0,0,0
tt0070239,0,0,0,0,0,0
tt0069995,0,0,0,0,0,0
tt0068699,0,0,0,0,0,0
tt0071970,0,0,0,0,0,0
tt0071141,0,0,0,0,0,0
tt0072417,0,0,0,0,0,0
tt0071115,0,0,0,0,0,0
tt0071577,0,0,0,0,0,0
tt0071360,0,0,0,0,0,0
tt0071315,0,0,0,0,0,0
tt0073812,0,0,0,0,0,0
tt0073580,0,0,0,0,0,0
tt0073540,0,0,0,0,0,0
tt0073650,0,0,0,0,0,0
tt0073486,0,0,0,0,0,0
tt0074102,0,0,0,0,0,0
tt0075213,0,0,0,0,0,0
tt0074851,0,0,0,0,0,0
tt0074811,0,0,0,0,0,0
tt0074958,0,0,0,0,0,0
tt0075148,0,0,0,0,0,0
tt0263975,0,0,0,0,0,0
tt0076451,0,0,0,0,0,0
tt0075968,0,0,0,0,0,0
tt0074695,0,0,0,0,0,0
tt0075784,0,0,0,0,0,0
tt0076666,0,0,0,0,0,0
tt0075860,0,0,0,0,0,0
tt0077355,0,0,0,0,0,0
tt0077742,0,0,0,0,0,0
tt0077711,0,0,0,0,0,0
tt0077269,0,0,0,0,0,0
tt0077405,0,0,0,0,0,0
tt0077416,0,0,0,0,0,0
tt0079766,0,0,0,0,0,0
tt0078754,0,0,0,0,0,0
tt0079641,0,0,0,0,0,0
tt0079417,0,0,0,0,0,0
tt0079817,0,0,0,0,0,0
tt0078788,0,0,0,0,0,0
tt0081114,0,0,0,0,0,0
tt0080437,0,0,0,0,0,0
tt0080716,0,0,0,0,0,0
tt0081534,0,0,0,0,0,0
tt0080979,0,0,0,0,0,0
